"","subject","item","list","phrase","word","raw_rt","sentence","removed_rt","subject2","rt","accessible_G","inaccessible_G","accessible","inaccessible"
"99070",28,4,"binding1","5","herself",390,"Miss Rose said that the lady allowed herself to take a break during work.",390,"28/5",390,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"105298",30,4,"binding1","5","herself",850,"Miss Rose said that the lady allowed herself to take a break during work.",850,"30/5",850,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"120945",35,4,"binding1","5","herself",539,"Miss Rose said that the lady allowed herself to take a break during work.",539,"35/5",539,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"123534",36,4,"binding1","5","herself",4545,"Miss Rose said that the lady allowed herself to take a break during work.",4545,"36/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"143456",44,4,"binding1","5","herself",562,"Miss Rose said that the lady allowed herself to take a break during work.",562,"44/5",562,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"22545",2,4,"binding2","5","herself",1575,"Mr. Thomas said that the lady allowed herself to take a break during work.",1575,"2/5",1575,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"62812",17,4,"binding2","5","herself",401,"Mr. Thomas said that the lady allowed herself to take a break during work.",401,"17/5",401,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"95683",27,4,"binding2","5","herself",796,"Mr. Thomas said that the lady allowed herself to take a break during work.",796,"27/5",796,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"106501",31,4,"binding2","5","herself",662,"Mr. Thomas said that the lady allowed herself to take a break during work.",662,"31/5",662,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"116404",33,4,"binding2","5","herself",245,"Mr. Thomas said that the lady allowed herself to take a break during work.",245,"33/5",245,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"118888",34,4,"binding2","5","herself",499,"Mr. Thomas said that the lady allowed herself to take a break during work.",499,"34/5",499,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"160342",48,4,"binding2","5","herself",533,"Mr. Thomas said that the lady allowed herself to take a break during work.",533,"48/5",533,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"161923",49,4,"binding2","5","herself",470,"Mr. Thomas said that the lady allowed herself to take a break during work.",470,"49/5",470,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"26121",3,4,"binding3","5","himself",533,"Mr. Thomas said that the lady allowed himself to take a break during work.",533,"3/5",533,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"30018",5,4,"binding3","5","himself",279,"Mr. Thomas said that the lady allowed himself to take a break during work.",279,"5/5",279,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"35021",7,4,"binding3","5","himself",503,"Mr. Thomas said that the lady allowed himself to take a break during work.",503,"7/5",503,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"39437",8,4,"binding3","5","himself",363,"Mr. Thomas said that the lady allowed himself to take a break during work.",363,"8/5",363,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"46997",11,4,"binding3","5","himself",472,"Mr. Thomas said that the lady allowed himself to take a break during work.",472,"11/5",472,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"73918",20,4,"binding3","5","himself",518,"Mr. Thomas said that the lady allowed himself to take a break during work.",518,"20/5",518,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"95054",26,4,"binding3","5","himself",629,"Mr. Thomas said that the lady allowed himself to take a break during work.",629,"26/5",629,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"101988",29,4,"binding3","5","himself",744,"Mr. Thomas said that the lady allowed himself to take a break during work.",744,"29/5",744,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"108923",32,4,"binding3","5","himself",560,"Mr. Thomas said that the lady allowed himself to take a break during work.",560,"32/5",560,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"124639",37,4,"binding3","5","himself",528,"Mr. Thomas said that the lady allowed himself to take a break during work.",528,"37/5",528,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"128230",38,4,"binding3","5","himself",1958,"Mr. Thomas said that the lady allowed himself to take a break during work.",1958,"38/5",1958,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"132918",40,4,"binding3","5","himself",727,"Mr. Thomas said that the lady allowed himself to take a break during work.",727,"40/5",727,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"137159",41,4,"binding3","5","himself",531,"Mr. Thomas said that the lady allowed himself to take a break during work.",531,"41/5",531,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"147459",45,4,"binding3","5","himself",635,"Mr. Thomas said that the lady allowed himself to take a break during work.",635,"45/5",635,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"151945",46,4,"binding3","5","himself",661,"Mr. Thomas said that the lady allowed himself to take a break during work.",661,"46/5",661,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"153827",47,4,"binding3","5","himself",955,"Mr. Thomas said that the lady allowed himself to take a break during work.",955,"47/5",955,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"43007",10,4,"binding4","5","himself",633,"Miss Rose said that the lady allowed himself to take a break during work.",633,"10/5",633,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"52603",13,4,"binding4","5","himself",800,"Miss Rose said that the lady allowed himself to take a break during work.",800,"13/5",800,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"55556",14,4,"binding4","5","himself",417,"Miss Rose said that the lady allowed himself to take a break during work.",417,"14/5",417,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"56549",15,4,"binding4","5","himself",523,"Miss Rose said that the lady allowed himself to take a break during work.",523,"15/5",523,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"64730",18,4,"binding4","5","himself",633,"Miss Rose said that the lady allowed himself to take a break during work.",633,"18/5",633,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"74800",21,4,"binding4","5","himself",650,"Miss Rose said that the lady allowed himself to take a break during work.",650,"21/5",650,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"82687",23,4,"binding4","5","himself",604,"Miss Rose said that the lady allowed himself to take a break during work.",604,"23/5",604,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"132149",39,4,"binding4","5","himself",690,"Miss Rose said that the lady allowed himself to take a break during work.",690,"39/5",690,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"137865",42,4,"binding4","5","himself",4241,"Miss Rose said that the lady allowed himself to take a break during work.",4241,"42/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"142393",43,4,"binding4","5","himself",534,"Miss Rose said that the lady allowed himself to take a break during work.",534,"43/5",534,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"44162",10,5,"binding1","5","herself",434,"Miss Bell said that the queen introduced herself to the guest at the ceremony.",434,"10/5",434,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"52918",13,5,"binding1","5","herself",714,"Miss Bell said that the queen introduced herself to the guest at the ceremony.",714,"13/5",714,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"54779",14,5,"binding1","5","herself",1118,"Miss Bell said that the queen introduced herself to the guest at the ceremony.",1118,"14/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"57032",15,5,"binding1","5","herself",545,"Miss Bell said that the queen introduced herself to the guest at the ceremony.",545,"15/5",545,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"65360",18,5,"binding1","5","herself",722,"Miss Bell said that the queen introduced herself to the guest at the ceremony.",722,"18/5",722,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"74653",21,5,"binding1","5","herself",566,"Miss Bell said that the queen introduced herself to the guest at the ceremony.",566,"21/5",566,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"83212",23,5,"binding1","5","herself",754,"Miss Bell said that the queen introduced herself to the guest at the ceremony.",754,"23/5",754,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"130112",39,5,"binding1","5","herself",1258,"Miss Bell said that the queen introduced herself to the guest at the ceremony.",1258,"39/5",1258,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"140070",42,5,"binding1","5","herself",426,"Miss Bell said that the queen introduced herself to the guest at the ceremony.",426,"42/5",426,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"141007",43,5,"binding1","5","herself",525,"Miss Bell said that the queen introduced herself to the guest at the ceremony.",525,"43/5",525,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"14148",1,5,"binding2","5","herself",959,"Mr. George said that the queen introduced herself to the guest at the ceremony.",959,"1/5",959,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"26897",4,5,"binding2","5","herself",452,"Mr. George said that the queen introduced herself to the guest at the ceremony.",452,"4/5",452,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"32803",6,5,"binding2","5","herself",558,"Mr. George said that the queen introduced herself to the guest at the ceremony.",558,"6/5",558,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"40991",9,5,"binding2","5","herself",642,"Mr. George said that the queen introduced herself to the guest at the ceremony.",642,"9/5",642,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"50280",12,5,"binding2","5","herself",508,"Mr. George said that the queen introduced herself to the guest at the ceremony.",508,"12/5",508,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"59628",16,5,"binding2","5","herself",541,"Mr. George said that the queen introduced herself to the guest at the ceremony.",541,"16/5",541,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"68670",19,5,"binding2","5","herself",645,"Mr. George said that the queen introduced herself to the guest at the ceremony.",645,"19/5",645,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"80601",22,5,"binding2","5","herself",529,"Mr. George said that the queen introduced herself to the guest at the ceremony.",529,"22/5",529,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"87082",24,5,"binding2","5","herself",520,"Mr. George said that the queen introduced herself to the guest at the ceremony.",520,"24/5",520,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"92269",25,5,"binding2","5","herself",667,"Mr. George said that the queen introduced herself to the guest at the ceremony.",667,"25/5",667,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"99280",28,5,"binding2","5","herself",769,"Mr. George said that the queen introduced herself to the guest at the ceremony.",769,"28/5",769,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"105718",30,5,"binding2","5","herself",512,"Mr. George said that the queen introduced herself to the guest at the ceremony.",512,"30/5",512,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"119328",35,5,"binding2","5","herself",943,"Mr. George said that the queen introduced herself to the guest at the ceremony.",943,"35/5",943,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"123261",36,5,"binding2","5","herself",463,"Mr. George said that the queen introduced herself to the guest at the ceremony.",463,"36/5",463,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"144359",44,5,"binding2","5","herself",564,"Mr. George said that the queen introduced herself to the guest at the ceremony.",564,"44/5",564,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"23259",2,5,"binding3","5","himself",793,"Mr. George said that the queen introduced himself to the guest at the ceremony.",793,"2/5",793,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"61321",17,5,"binding3","5","himself",543,"Mr. George said that the queen introduced himself to the guest at the ceremony.",543,"17/5",543,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"96187",27,5,"binding3","5","himself",703,"Mr. George said that the queen introduced himself to the guest at the ceremony.",703,"27/5",703,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"107971",31,5,"binding3","5","himself",821,"Mr. George said that the queen introduced himself to the guest at the ceremony.",821,"31/5",821,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"115627",33,5,"binding3","5","himself",547,"Mr. George said that the queen introduced himself to the guest at the ceremony.",547,"33/5",547,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"117607",34,5,"binding3","5","himself",815,"Mr. George said that the queen introduced himself to the guest at the ceremony.",815,"34/5",815,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"159880",48,5,"binding3","5","himself",417,"Mr. George said that the queen introduced himself to the guest at the ceremony.",417,"48/5",417,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"162385",49,5,"binding3","5","himself",680,"Mr. George said that the queen introduced himself to the guest at the ceremony.",680,"49/5",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"24693",3,5,"binding4","5","himself",486,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",486,"3/5",486,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"29283",5,5,"binding4","5","himself",1660,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",1660,"5/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"36302",7,5,"binding4","5","himself",386,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",386,"7/5",386,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"37610",8,5,"binding4","5","himself",551,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",551,"8/5",551,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"47396",11,5,"binding4","5","himself",383,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",383,"11/5",383,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"72532",20,5,"binding4","5","himself",488,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",488,"20/5",488,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"92996",26,5,"binding4","5","himself",987,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",987,"26/5",987,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"101106",29,5,"binding4","5","himself",795,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",795,"29/5",795,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"110708",32,5,"binding4","5","himself",609,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",609,"32/5",609,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"125542",37,5,"binding4","5","himself",426,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",426,"37/5",426,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"129574",38,5,"binding4","5","himself",361,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",361,"38/5",361,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"132540",40,5,"binding4","5","himself",1346,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",1346,"40/5",1346,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"136235",41,5,"binding4","5","himself",459,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",459,"41/5",459,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"146367",45,5,"binding4","5","himself",626,"Miss Bell said that the queen introduced himself to the guest at the ceremony.",626,"45/5",626,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
