"","subject","item","list","phrase","word","rt","sentence","accessible_G","inaccessible_G","accessible","inaccessible"
"36508",7,18,"binding1","1","Mr. James",590,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"36509",7,18,"binding1","2","said that",890,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"36510",7,18,"binding1","3","the young man",304,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"36511",7,18,"binding1","4","cut",468,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"36512",7,18,"binding1","5","himself",657,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"36513",7,18,"binding1","6","with a tool",437,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"36514",7,18,"binding1","7","during the art class.",274,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"38824",8,18,"binding1","1","Mr. James",464,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"38825",8,18,"binding1","2","said that",393,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"38826",8,18,"binding1","3","the young man",444,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"38827",8,18,"binding1","4","cut",638,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"38828",8,18,"binding1","5","himself",403,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"38829",8,18,"binding1","6","with a tool",448,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"38830",8,18,"binding1","7","during the art class.",3169,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"47287",11,18,"binding1","1","Mr. James",541,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"47288",11,18,"binding1","2","said that",500,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"47289",11,18,"binding1","3","the young man",594,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"47290",11,18,"binding1","4","cut",667,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"47291",11,18,"binding1","5","himself",585,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"47292",11,18,"binding1","6","with a tool",690,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"47293",11,18,"binding1","7","during the art class.",2647,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"72045",20,18,"binding1","1","Mr. James",463,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"72046",20,18,"binding1","2","said that",772,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"72047",20,18,"binding1","3","the young man",763,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"72048",20,18,"binding1","4","cut",396,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"72049",20,18,"binding1","5","himself",748,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"72050",20,18,"binding1","6","with a tool",670,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"72051",20,18,"binding1","7","during the art class.",1067,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"93924",26,18,"binding1","1","Mr. James",700,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"93938",26,18,"binding1","2","said that",794,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"93939",26,18,"binding1","3","the young man",890,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"93940",26,18,"binding1","4","cut",591,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"93941",26,18,"binding1","5","himself",443,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"93942",26,18,"binding1","6","with a tool",671,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"93943",26,18,"binding1","7","during the art class.",1415,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"102706",29,18,"binding1","1","Mr. James",474,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"102720",29,18,"binding1","2","said that",738,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"102721",29,18,"binding1","3","the young man",1721,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"102722",29,18,"binding1","4","cut",402,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"102723",29,18,"binding1","5","himself",350,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"102724",29,18,"binding1","6","with a tool",779,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"102725",29,18,"binding1","7","during the art class.",3308,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"109969",32,18,"binding1","1","Mr. James",440,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"109970",32,18,"binding1","2","said that",811,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"109971",32,18,"binding1","3","the young man",749,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"109972",32,18,"binding1","4","cut",610,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"109973",32,18,"binding1","5","himself",660,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"109974",32,18,"binding1","6","with a tool",740,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"109975",32,18,"binding1","7","during the art class.",1860,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"125252",37,18,"binding1","1","Mr. James",797,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"125266",37,18,"binding1","2","said that",740,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"125267",37,18,"binding1","3","the young man",877,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"125268",37,18,"binding1","4","cut",399,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"125269",37,18,"binding1","5","himself",653,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"125270",37,18,"binding1","6","with a tool",1381,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"125271",37,18,"binding1","7","during the art class.",1260,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"127646",38,18,"binding1","1","Mr. James",871,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"127660",38,18,"binding1","2","said that",1521,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"127661",38,18,"binding1","3","the young man",1959,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"127662",38,18,"binding1","4","cut",682,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"127663",38,18,"binding1","5","himself",2661,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"127664",38,18,"binding1","6","with a tool",1013,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"127665",38,18,"binding1","7","during the art class.",1349,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"133867",40,18,"binding1","1","Mr. James",1002,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"133881",40,18,"binding1","2","said that",998,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"133882",40,18,"binding1","3","the young man",2133,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"133883",40,18,"binding1","4","cut",636,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"133884",40,18,"binding1","5","himself",604,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"133885",40,18,"binding1","6","with a tool",1916,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"133886",40,18,"binding1","7","during the art class.",3385,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"136168",41,18,"binding1","1","Mr. James",452,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"136169",41,18,"binding1","2","said that",398,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"136170",41,18,"binding1","3","the young man",1187,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"136171",41,18,"binding1","4","cut",399,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"136172",41,18,"binding1","5","himself",427,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"136173",41,18,"binding1","6","with a tool",510,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"136174",41,18,"binding1","7","during the art class.",3372,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"145930",45,18,"binding1","1","Mr. James",981,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"145944",45,18,"binding1","2","said that",897,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"145945",45,18,"binding1","3","the young man",1262,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"145946",45,18,"binding1","4","cut",675,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"145947",45,18,"binding1","5","himself",1093,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"145948",45,18,"binding1","6","with a tool",1030,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"145949",45,18,"binding1","7","during the art class.",1169,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"151613",46,18,"binding1","1","Mr. James",1267,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"151627",46,18,"binding1","2","said that",1047,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"151628",46,18,"binding1","3","the young man",1773,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"151629",46,18,"binding1","4","cut",851,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"151630",46,18,"binding1","5","himself",675,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"151631",46,18,"binding1","6","with a tool",1733,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"151632",46,18,"binding1","7","during the art class.",2449,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"154621",47,18,"binding1","1","Mr. James",850,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"154622",47,18,"binding1","2","said that",762,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"154623",47,18,"binding1","3","the young man",893,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"154624",47,18,"binding1","4","cut",721,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"154625",47,18,"binding1","5","himself",644,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"154626",47,18,"binding1","6","with a tool",812,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"154627",47,18,"binding1","7","during the art class.",1351,"Mr. James said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"43843",10,18,"binding2","1","Miss Berry",397,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"43844",10,18,"binding2","2","said that",339,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"43845",10,18,"binding2","3","the young man",417,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"43846",10,18,"binding2","4","cut",521,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"43847",10,18,"binding2","5","himself",326,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"43848",10,18,"binding2","6","with a tool",347,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"43849",10,18,"binding2","7","during the art class.",445,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"52334",13,18,"binding2","1","Miss Berry",526,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"52348",13,18,"binding2","2","said that",616,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"52349",13,18,"binding2","3","the young man",972,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"52350",13,18,"binding2","4","cut",510,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"52351",13,18,"binding2","5","himself",452,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"52352",13,18,"binding2","6","with a tool",411,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"52353",13,18,"binding2","7","during the art class.",1685,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"54355",14,18,"binding2","1","Miss Berry",593,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"54356",14,18,"binding2","2","said that",1547,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"54357",14,18,"binding2","3","the young man",861,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"54358",14,18,"binding2","4","cut",1096,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"54359",14,18,"binding2","5","himself",758,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"54360",14,18,"binding2","6","with a tool",888,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"54361",14,18,"binding2","7","during the art class.",1485,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"55978",15,18,"binding2","1","Miss Berry",461,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"55979",15,18,"binding2","2","said that",514,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"55980",15,18,"binding2","3","the young man",1426,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"55981",15,18,"binding2","4","cut",605,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"55982",15,18,"binding2","5","himself",1321,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"55983",15,18,"binding2","6","with a tool",577,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"55984",15,18,"binding2","7","during the art class.",3810,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"65818",18,18,"binding2","1","Miss Berry",488,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"65819",18,18,"binding2","2","said that",612,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"65820",18,18,"binding2","3","the young man",847,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"65821",18,18,"binding2","4","cut",512,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"65822",18,18,"binding2","5","himself",524,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"65823",18,18,"binding2","6","with a tool",503,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"65824",18,18,"binding2","7","during the art class.",1512,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"75875",21,18,"binding2","1","Miss Berry",498,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"75889",21,18,"binding2","2","said that",596,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"75890",21,18,"binding2","3","the young man",1502,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"75891",21,18,"binding2","4","cut",574,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"75892",21,18,"binding2","5","himself",489,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"75893",21,18,"binding2","6","with a tool",572,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"75894",21,18,"binding2","7","during the art class.",1602,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"83628",23,18,"binding2","1","Miss Berry",704,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"83629",23,18,"binding2","2","said that",802,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"83630",23,18,"binding2","3","the young man",1700,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"83631",23,18,"binding2","4","cut",652,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"83632",23,18,"binding2","5","himself",553,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"83633",23,18,"binding2","6","with a tool",1899,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"83634",23,18,"binding2","7","during the art class.",2114,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"131368",39,18,"binding2","1","Miss Berry",1104,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"131369",39,18,"binding2","2","said that",3683,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"131370",39,18,"binding2","3","the young man",2150,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"131371",39,18,"binding2","4","cut",557,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"131372",39,18,"binding2","5","himself",433,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"131373",39,18,"binding2","6","with a tool",475,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"131374",39,18,"binding2","7","during the art class.",1472,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"139352",42,18,"binding2","1","Miss Berry",893,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"139353",42,18,"binding2","2","said that",1091,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"139354",42,18,"binding2","3","the young man",922,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"139355",42,18,"binding2","4","cut",539,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"139356",42,18,"binding2","5","himself",365,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"139357",42,18,"binding2","6","with a tool",1166,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"139358",42,18,"binding2","7","during the art class.",2169,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"142628",43,18,"binding2","1","Miss Berry",859,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"142642",43,18,"binding2","2","said that",616,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"142643",43,18,"binding2","3","the young man",669,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"142644",43,18,"binding2","4","cut",773,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"142645",43,18,"binding2","5","himself",340,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"142646",43,18,"binding2","6","with a tool",1302,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"142647",43,18,"binding2","7","during the art class.",2256,"Miss Berry said that the young man cut himself with a tool during the art class.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"15748",1,18,"binding3","1","Miss Berry",892,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"15762",1,18,"binding3","2","said that",1151,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"15763",1,18,"binding3","3","the young man",3991,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"15764",1,18,"binding3","4","cut",585,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"15765",1,18,"binding3","5","herself",479,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"15766",1,18,"binding3","6","with a tool",1142,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"15767",1,18,"binding3","7","during the art class.",1137,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"28371",4,18,"binding3","1","Miss Berry",393,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"28385",4,18,"binding3","2","said that",746,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"28386",4,18,"binding3","3","the young man",576,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"28387",4,18,"binding3","4","cut",530,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"28388",4,18,"binding3","5","herself",549,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"28389",4,18,"binding3","6","with a tool",1110,"Miss Berry said that the young man cut herself with a tool during the art class.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
