"subject","item","rt","accessible","inaccessible","group","region","trial","accessible_g","inaccessible_g","group_g","region_g"
"Native 24",2,"422",1,-1,-1,-1,"Native 24 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 24",2,"454",1,-1,-1,1,"Native 24 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 25",2,"571",1,-1,-1,-1,"Native 25 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 25",2,"511",1,-1,-1,1,"Native 25 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 26",2,"347",1,-1,-1,-1,"Native 26 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 26",2,"410",1,-1,-1,1,"Native 26 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 27",2,"385",1,-1,-1,-1,"Native 27 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 27",2,"442",1,-1,-1,1,"Native 27 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 28",2,"800",1,-1,-1,-1,"Native 28 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 28",2,"1648",1,-1,-1,1,"Native 28 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 29",2,"422",1,-1,-1,-1,"Native 29 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 29",2,"742",1,-1,-1,1,"Native 29 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 30",2,"296",1,-1,-1,-1,"Native 30 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 30",2,"312",1,-1,-1,1,"Native 30 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 31",2,"775",1,-1,-1,-1,"Native 31 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 31",2,"382",1,-1,-1,1,"Native 31 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 32",2,"404",1,-1,-1,-1,"Native 32 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 32",2,"434",1,-1,-1,1,"Native 32 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 33",2,"431",1,-1,-1,-1,"Native 33 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 33",2,"457",1,-1,-1,1,"Native 33 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 34",2,"442",1,-1,-1,-1,"Native 34 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 34",2,"747",1,-1,-1,1,"Native 34 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 35",2,"455",1,-1,-1,-1,"Native 35 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 35",2,"489",1,-1,-1,1,"Native 35 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 36",2,"313",1,-1,-1,-1,"Native 36 2","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 36",2,"1905",1,-1,-1,1,"Native 36 2","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 37",2,"515",1,1,-1,-1,"Native 37 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 37",2,"578",1,1,-1,1,"Native 37 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 38",2,"379",1,1,-1,-1,"Native 38 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 38",2,"352",1,1,-1,1,"Native 38 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 39",2,"1185",1,1,-1,-1,"Native 39 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 39",2,"2264",1,1,-1,1,"Native 39 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 40",2,"359",1,1,-1,-1,"Native 40 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 40",2,"409",1,1,-1,1,"Native 40 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 41",2,"448",1,1,-1,-1,"Native 41 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 41",2,"411",1,1,-1,1,"Native 41 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 42",2,"604",1,1,-1,-1,"Native 42 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 42",2,"512",1,1,-1,1,"Native 42 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 43",2,"390",1,1,-1,-1,"Native 43 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 43",2,"412",1,1,-1,1,"Native 43 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 44",2,"450",1,1,-1,-1,"Native 44 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 44",2,"486",1,1,-1,1,"Native 44 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 45",2,"627",1,1,-1,-1,"Native 45 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 45",2,"672",1,1,-1,1,"Native 45 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 46",2,"600",1,1,-1,-1,"Native 46 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 46",2,"576",1,1,-1,1,"Native 46 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 47",2,"719",1,1,-1,-1,"Native 47 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 47",2,"1053",1,1,-1,1,"Native 47 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 48",2,"405",1,1,-1,-1,"Native 48 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 48",2,"641",1,1,-1,1,"Native 48 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 49",2,"460",1,1,-1,-1,"Native 49 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 49",2,"397",1,1,-1,1,"Native 49 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 50",2,"374",1,1,-1,-1,"Native 50 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 50",2,"355",1,1,-1,1,"Native 50 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 51",2,"969",1,1,-1,-1,"Native 51 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 51",2,"556",1,1,-1,1,"Native 51 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 52",2,"352",1,1,-1,-1,"Native 52 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 52",2,"377",1,1,-1,1,"Native 52 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 53",2,"740",1,1,-1,-1,"Native 53 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 53",2,"293",1,1,-1,1,"Native 53 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 54",2,"720",1,1,-1,-1,"Native 54 2","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 54",2,"664",1,1,-1,1,"Native 54 2","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 37",3,"428",-1,-1,-1,-1,"Native 37 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 37",3,"618",-1,-1,-1,1,"Native 37 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 38",3,"383",-1,-1,-1,-1,"Native 38 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 38",3,"371",-1,-1,-1,1,"Native 38 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 39",3,"1480",-1,-1,-1,-1,"Native 39 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 39",3,"400",-1,-1,-1,1,"Native 39 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 40",3,"416",-1,-1,-1,-1,"Native 40 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 40",3,"329",-1,-1,-1,1,"Native 40 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 41",3,"514",-1,-1,-1,-1,"Native 41 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 41",3,"428",-1,-1,-1,1,"Native 41 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 42",3,"507",-1,-1,-1,-1,"Native 42 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 42",3,"605",-1,-1,-1,1,"Native 42 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 43",3,"442",-1,-1,-1,-1,"Native 43 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 43",3,"434",-1,-1,-1,1,"Native 43 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 44",3,"385",-1,-1,-1,-1,"Native 44 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 44",3,"378",-1,-1,-1,1,"Native 44 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 45",3,"711",-1,-1,-1,-1,"Native 45 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 45",3,"665",-1,-1,-1,1,"Native 45 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 46",3,"472",-1,-1,-1,-1,"Native 46 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 46",3,"424",-1,-1,-1,1,"Native 46 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 47",3,"331",-1,-1,-1,-1,"Native 47 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 47",3,"331",-1,-1,-1,1,"Native 47 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 48",3,"742",-1,-1,-1,-1,"Native 48 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 48",3,"889",-1,-1,-1,1,"Native 48 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 49",3,"418",-1,-1,-1,-1,"Native 49 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 49",3,"398",-1,-1,-1,1,"Native 49 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 50",3,"468",-1,-1,-1,-1,"Native 50 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 50",3,"358",-1,-1,-1,1,"Native 50 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 51",3,"523",-1,-1,-1,-1,"Native 51 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 51",3,"443",-1,-1,-1,1,"Native 51 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 52",3,"590",-1,-1,-1,-1,"Native 52 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 52",3,"640",-1,-1,-1,1,"Native 52 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 53",3,"441",-1,-1,-1,-1,"Native 53 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 53",3,"400",-1,-1,-1,1,"Native 53 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 54",3,"564",-1,-1,-1,-1,"Native 54 3","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 54",3,"584",-1,-1,-1,1,"Native 54 3","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 55",3,"376",-1,1,-1,-1,"Native 55 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 55",3,"346",-1,1,-1,1,"Native 55 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 56",3,"369",-1,1,-1,-1,"Native 56 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 56",3,"348",-1,1,-1,1,"Native 56 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 57",3,"371",-1,1,-1,-1,"Native 57 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 57",3,"320",-1,1,-1,1,"Native 57 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 58",3,"696",-1,1,-1,-1,"Native 58 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 58",3,"446",-1,1,-1,1,"Native 58 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 59",3,"640",-1,1,-1,-1,"Native 59 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 59",3,"848",-1,1,-1,1,"Native 59 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 60",3,"397",-1,1,-1,-1,"Native 60 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 60",3,"321",-1,1,-1,1,"Native 60 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 61",3,"336",-1,1,-1,-1,"Native 61 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 61",3,"400",-1,1,-1,1,"Native 61 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 62",3,"448",-1,1,-1,-1,"Native 62 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 62",3,"392",-1,1,-1,1,"Native 62 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 63",3,"417",-1,1,-1,-1,"Native 63 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 63",3,"307",-1,1,-1,1,"Native 63 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 64",3,"345",-1,1,-1,-1,"Native 64 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 64",3,"326",-1,1,-1,1,"Native 64 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 65",3,"450",-1,1,-1,-1,"Native 65 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 65",3,"480",-1,1,-1,1,"Native 65 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 66",3,"645",-1,1,-1,-1,"Native 66 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 66",3,"330",-1,1,-1,1,"Native 66 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 67",3,"693",-1,1,-1,-1,"Native 67 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 67",3,"509",-1,1,-1,1,"Native 67 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 68",3,"341",-1,1,-1,-1,"Native 68 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 68",3,"348",-1,1,-1,1,"Native 68 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 69",3,"589",-1,1,-1,-1,"Native 69 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 69",3,"461",-1,1,-1,1,"Native 69 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 70",3,"381",-1,1,-1,-1,"Native 70 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 70",3,"478",-1,1,-1,1,"Native 70 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 71",3,"685",-1,1,-1,-1,"Native 71 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 71",3,"632",-1,1,-1,1,"Native 71 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 72",3,"472",-1,1,-1,-1,"Native 72 3","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 72",3,"328",-1,1,-1,1,"Native 72 3","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 1",3,"312",1,-1,-1,-1,"Native 1 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 1",3,"311",1,-1,-1,1,"Native 1 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 2",3,"515",1,-1,-1,-1,"Native 2 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 2",3,"505",1,-1,-1,1,"Native 2 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 3",3,"423",1,-1,-1,-1,"Native 3 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 3",3,"425",1,-1,-1,1,"Native 3 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 4",3,"453",1,-1,-1,-1,"Native 4 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 4",3,"621",1,-1,-1,1,"Native 4 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 5",3,"403",1,-1,-1,-1,"Native 5 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 5",3,"388",1,-1,-1,1,"Native 5 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 6",3,"440",1,-1,-1,-1,"Native 6 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 6",3,"496",1,-1,-1,1,"Native 6 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 7",3,"463",1,-1,-1,-1,"Native 7 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 7",3,"496",1,-1,-1,1,"Native 7 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 8",3,"576",1,-1,-1,-1,"Native 8 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 8",3,"1240",1,-1,-1,1,"Native 8 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 9",3,"426",1,-1,-1,-1,"Native 9 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 9",3,"364",1,-1,-1,1,"Native 9 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 10",3,"376",1,-1,-1,-1,"Native 10 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 10",3,"448",1,-1,-1,1,"Native 10 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 11",3,"429",1,-1,-1,-1,"Native 11 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 11",3,"2951",1,-1,-1,1,"Native 11 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 12",3,"417",1,-1,-1,-1,"Native 12 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 12",3,"515",1,-1,-1,1,"Native 12 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 13",3,"581",1,-1,-1,-1,"Native 13 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 13",3,"1435",1,-1,-1,1,"Native 13 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 14",3,"452",1,-1,-1,-1,"Native 14 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 14",3,"766",1,-1,-1,1,"Native 14 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 15",3,"329",1,-1,-1,-1,"Native 15 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 15",3,"333",1,-1,-1,1,"Native 15 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 16",3,"533",1,-1,-1,-1,"Native 16 3","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 16",3,"863",1,-1,-1,1,"Native 16 3","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
