"subject","item","rt","accessible","inaccessible","group","region","trial","accessible_g","inaccessible_g","group_g","region_g"
"Non-Native 26",5,"627",-1,-1,1,-1,"Non-Native 26 5","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 26",5,"779",-1,-1,1,1,"Non-Native 26 5","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 42",5,"1258",-1,-1,1,-1,"Non-Native 42 5","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 42",5,"1362",-1,-1,1,1,"Non-Native 42 5","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 45",5,"426",-1,-1,1,-1,"Non-Native 45 5","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 45",5,"611",-1,-1,1,1,"Non-Native 45 5","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 46",5,"525",-1,-1,1,-1,"Non-Native 46 5","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 46",5,"722",-1,-1,1,1,"Non-Native 46 5","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 56",5,"389",-1,-1,1,-1,"Non-Native 56 5","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 56",5,"839",-1,-1,1,1,"Non-Native 56 5","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 63",5,"2172",-1,-1,1,-1,"Non-Native 63 5","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 63",5,"1222",-1,-1,1,1,"Non-Native 63 5","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 65",5,"520",-1,-1,1,-1,"Non-Native 65 5","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 65",5,"643",-1,-1,1,1,"Non-Native 65 5","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 70",5,"907",-1,-1,1,-1,"Non-Native 70 5","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 70",5,"969",-1,-1,1,1,"Non-Native 70 5","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 1",5,"581",-1,1,1,-1,"Non-Native 1 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 1",5,"857",-1,1,1,1,"Non-Native 1 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 2",5,"959",-1,1,1,-1,"Non-Native 2 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 2",5,"1126",-1,1,1,1,"Non-Native 2 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 6",5,"558",-1,1,1,-1,"Non-Native 6 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 6",5,"525",-1,1,1,1,"Non-Native 6 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 9",5,"642",-1,1,1,-1,"Non-Native 9 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 9",5,"447",-1,1,1,1,"Non-Native 9 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 12",5,"508",-1,1,1,-1,"Non-Native 12 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 12",5,"637",-1,1,1,1,"Non-Native 12 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 16",5,"541",-1,1,1,-1,"Non-Native 16 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 16",5,"476",-1,1,1,1,"Non-Native 16 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 19",5,"645",-1,1,1,-1,"Non-Native 19 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 19",5,"784",-1,1,1,1,"Non-Native 19 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 23",5,"529",-1,1,1,-1,"Non-Native 23 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 23",5,"825",-1,1,1,1,"Non-Native 23 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 25",5,"520",-1,1,1,-1,"Non-Native 25 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 25",5,"474",-1,1,1,1,"Non-Native 25 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 27",5,"667",-1,1,1,-1,"Non-Native 27 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 27",5,"709",-1,1,1,1,"Non-Native 27 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 30",5,"769",-1,1,1,-1,"Non-Native 30 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 30",5,"2114",-1,1,1,1,"Non-Native 30 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 32",5,"512",-1,1,1,-1,"Non-Native 32 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 32",5,"800",-1,1,1,1,"Non-Native 32 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 38",5,"943",-1,1,1,-1,"Non-Native 38 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 38",5,"849",-1,1,1,1,"Non-Native 38 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 39",5,"463",-1,1,1,-1,"Non-Native 39 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 39",5,"463",-1,1,1,1,"Non-Native 39 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 47",5,"564",-1,1,1,-1,"Non-Native 47 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 47",5,"696",-1,1,1,1,"Non-Native 47 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 54",5,"652",-1,1,1,-1,"Non-Native 54 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 54",5,"732",-1,1,1,1,"Non-Native 54 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 57",5,"659",-1,1,1,-1,"Non-Native 57 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 57",5,"570",-1,1,1,1,"Non-Native 57 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 59",5,"683",-1,1,1,-1,"Non-Native 59 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 59",5,"927",-1,1,1,1,"Non-Native 59 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 60",5,"460",-1,1,1,-1,"Non-Native 60 5","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 60",5,"651",-1,1,1,1,"Non-Native 60 5","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 3",5,"793",1,-1,1,-1,"Non-Native 3 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 3",5,"342",1,-1,1,1,"Non-Native 3 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 17",5,"543",1,-1,1,-1,"Non-Native 17 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 17",5,"592",1,-1,1,1,"Non-Native 17 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 29",5,"703",1,-1,1,-1,"Non-Native 29 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 29",5,"1758",1,-1,1,1,"Non-Native 29 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 33",5,"821",1,-1,1,-1,"Non-Native 33 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 33",5,"1425",1,-1,1,1,"Non-Native 33 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 35",5,"660",1,-1,1,-1,"Non-Native 35 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 35",5,"544",1,-1,1,1,"Non-Native 35 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 36",5,"547",1,-1,1,-1,"Non-Native 36 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 36",5,"880",1,-1,1,1,"Non-Native 36 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 37",5,"815",1,-1,1,-1,"Non-Native 37 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 37",5,"1018",1,-1,1,1,"Non-Native 37 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 49",5,"350",1,-1,1,-1,"Non-Native 49 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 49",5,"408",1,-1,1,1,"Non-Native 49 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 52",5,"417",1,-1,1,-1,"Non-Native 52 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 52",5,"721",1,-1,1,1,"Non-Native 52 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 53",5,"680",1,-1,1,-1,"Non-Native 53 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 53",5,"891",1,-1,1,1,"Non-Native 53 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 55",5,"683",1,-1,1,-1,"Non-Native 55 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 55",5,"809",1,-1,1,1,"Non-Native 55 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 58",5,"410",1,-1,1,-1,"Non-Native 58 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 58",5,"710",1,-1,1,1,"Non-Native 58 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 62",5,"545",1,-1,1,-1,"Non-Native 62 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 62",5,"1047",1,-1,1,1,"Non-Native 62 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 66",5,"740",1,-1,1,-1,"Non-Native 66 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 66",5,"750",1,-1,1,1,"Non-Native 66 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 69",5,"491",1,-1,1,-1,"Non-Native 69 5","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 69",5,"4805",1,-1,1,1,"Non-Native 69 5","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 4",5,"486",1,1,1,-1,"Non-Native 4 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 4",5,"454",1,1,1,1,"Non-Native 4 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 5",5,"1660",1,1,1,-1,"Non-Native 5 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 5",5,"1860",1,1,1,1,"Non-Native 5 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 7",5,"386",1,1,1,-1,"Non-Native 7 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 7",5,"382",1,1,1,1,"Non-Native 7 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 8",5,"551",1,1,1,-1,"Non-Native 8 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 8",5,"388",1,1,1,1,"Non-Native 8 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 11",5,"383",1,1,1,-1,"Non-Native 11 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 11",5,"393",1,1,1,1,"Non-Native 11 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 20",5,"488",1,1,1,-1,"Non-Native 20 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 20",5,"717",1,1,1,1,"Non-Native 20 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 28",5,"987",1,1,1,-1,"Non-Native 28 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 28",5,"1537",1,1,1,1,"Non-Native 28 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 31",5,"795",1,1,1,-1,"Non-Native 31 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 31",5,"1170",1,1,1,1,"Non-Native 31 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 34",5,"609",1,1,1,-1,"Non-Native 34 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 34",5,"729",1,1,1,1,"Non-Native 34 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 40",5,"426",1,1,1,-1,"Non-Native 40 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 40",5,"446",1,1,1,1,"Non-Native 40 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 41",5,"361",1,1,1,-1,"Non-Native 41 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 41",5,"361",1,1,1,1,"Non-Native 41 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 43",5,"1346",1,1,1,-1,"Non-Native 43 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 43",5,"2279",1,1,1,1,"Non-Native 43 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 44",5,"459",1,1,1,-1,"Non-Native 44 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 44",5,"757",1,1,1,1,"Non-Native 44 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 48",5,"626",1,1,1,-1,"Non-Native 48 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 48",5,"724",1,1,1,1,"Non-Native 48 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 50",5,"710",1,1,1,-1,"Non-Native 50 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 50",5,"921",1,1,1,1,"Non-Native 50 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 51",5,"1113",1,1,1,-1,"Non-Native 51 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 51",5,"2090",1,1,1,1,"Non-Native 51 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 61",5,"599",1,1,1,-1,"Non-Native 61 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 61",5,"929",1,1,1,1,"Non-Native 61 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 64",5,"684",1,1,1,-1,"Non-Native 64 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 64",5,"923",1,1,1,1,"Non-Native 64 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 67",5,"662",1,1,1,-1,"Non-Native 67 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 67",5,"2037",1,1,1,1,"Non-Native 67 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 68",5,"958",1,1,1,-1,"Non-Native 68 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 68",5,"2220",1,1,1,1,"Non-Native 68 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 71",5,"619",1,1,1,-1,"Non-Native 71 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 71",5,"725",1,1,1,1,"Non-Native 71 5","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 4",6,"451",-1,-1,1,-1,"Non-Native 4 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 4",6,"552",-1,-1,1,1,"Non-Native 4 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 5",6,"400",-1,-1,1,-1,"Non-Native 5 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 5",6,"358",-1,-1,1,1,"Non-Native 5 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 7",6,"168",-1,-1,1,-1,"Non-Native 7 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 7",6,"167",-1,-1,1,1,"Non-Native 7 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 8",6,"425",-1,-1,1,-1,"Non-Native 8 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 8",6,"652",-1,-1,1,1,"Non-Native 8 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 11",6,"492",-1,-1,1,-1,"Non-Native 11 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 11",6,"908",-1,-1,1,1,"Non-Native 11 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 20",6,"442",-1,-1,1,-1,"Non-Native 20 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 20",6,"545",-1,-1,1,1,"Non-Native 20 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 28",6,"660",-1,-1,1,-1,"Non-Native 28 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 28",6,"773",-1,-1,1,1,"Non-Native 28 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 31",6,"442",-1,-1,1,-1,"Non-Native 31 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 31",6,"922",-1,-1,1,1,"Non-Native 31 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 34",6,"510",-1,-1,1,-1,"Non-Native 34 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 34",6,"740",-1,-1,1,1,"Non-Native 34 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 40",6,"606",-1,-1,1,-1,"Non-Native 40 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 40",6,"1152",-1,-1,1,1,"Non-Native 40 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 41",6,"606",-1,-1,1,-1,"Non-Native 41 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 41",6,"717",-1,-1,1,1,"Non-Native 41 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 43",6,"533",-1,-1,1,-1,"Non-Native 43 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 43",6,"2133",-1,-1,1,1,"Non-Native 43 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 44",6,"180",-1,-1,1,-1,"Non-Native 44 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 44",6,"194",-1,-1,1,1,"Non-Native 44 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 48",6,"655",-1,-1,1,-1,"Non-Native 48 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 48",6,"407",-1,-1,1,1,"Non-Native 48 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 50",6,"569",-1,-1,1,-1,"Non-Native 50 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 50",6,"966",-1,-1,1,1,"Non-Native 50 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 51",6,"890",-1,-1,1,-1,"Non-Native 51 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 51",6,"1010",-1,-1,1,1,"Non-Native 51 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 61",6,"483",-1,-1,1,-1,"Non-Native 61 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 61",6,"1051",-1,-1,1,1,"Non-Native 61 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 64",6,"763",-1,-1,1,-1,"Non-Native 64 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 64",6,"1566",-1,-1,1,1,"Non-Native 64 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 67",6,"587",-1,-1,1,-1,"Non-Native 67 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 67",6,"2568",-1,-1,1,1,"Non-Native 67 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 68",6,"550",-1,-1,1,-1,"Non-Native 68 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 68",6,"860",-1,-1,1,1,"Non-Native 68 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 71",6,"921",-1,-1,1,-1,"Non-Native 71 6","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 71",6,"1596",-1,-1,1,1,"Non-Native 71 6","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 10",6,"253",-1,1,1,-1,"Non-Native 10 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 10",6,"243",-1,1,1,1,"Non-Native 10 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 13",6,"616",-1,1,1,-1,"Non-Native 13 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 13",6,"630",-1,1,1,1,"Non-Native 13 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 14",6,"838",-1,1,1,-1,"Non-Native 14 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 14",6,"1060",-1,1,1,1,"Non-Native 14 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 15",6,"558",-1,1,1,-1,"Non-Native 15 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 15",6,"681",-1,1,1,1,"Non-Native 15 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 18",6,"501",-1,1,1,-1,"Non-Native 18 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 18",6,"631",-1,1,1,1,"Non-Native 18 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 21",6,"438",-1,1,1,-1,"Non-Native 21 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 21",6,"1229",-1,1,1,1,"Non-Native 21 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 22",6,"449",-1,1,1,-1,"Non-Native 22 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 22",6,"427",-1,1,1,1,"Non-Native 22 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 24",6,"605",-1,1,1,-1,"Non-Native 24 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 24",6,"806",-1,1,1,1,"Non-Native 24 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 26",6,"831",-1,1,1,-1,"Non-Native 26 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 26",6,"824",-1,1,1,1,"Non-Native 26 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 42",6,"634",-1,1,1,-1,"Non-Native 42 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 42",6,"1045",-1,1,1,1,"Non-Native 42 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 45",6,"564",-1,1,1,-1,"Non-Native 45 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 45",6,"1240",-1,1,1,1,"Non-Native 45 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 46",6,"777",-1,1,1,-1,"Non-Native 46 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 46",6,"626",-1,1,1,1,"Non-Native 46 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 56",6,"386",-1,1,1,-1,"Non-Native 56 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 56",6,"312",-1,1,1,1,"Non-Native 56 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 63",6,"551",-1,1,1,-1,"Non-Native 63 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 63",6,"482",-1,1,1,1,"Non-Native 63 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 65",6,"888",-1,1,1,-1,"Non-Native 65 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 65",6,"867",-1,1,1,1,"Non-Native 65 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 70",6,"1454",-1,1,1,-1,"Non-Native 70 6","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 70",6,"868",-1,1,1,1,"Non-Native 70 6","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 1",6,"1095",1,-1,1,-1,"Non-Native 1 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 1",6,"754",1,-1,1,1,"Non-Native 1 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 2",6,"449",1,-1,1,-1,"Non-Native 2 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 2",6,"1382",1,-1,1,1,"Non-Native 2 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 6",6,"463",1,-1,1,-1,"Non-Native 6 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 6",6,"397",1,-1,1,1,"Non-Native 6 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 9",6,"563",1,-1,1,-1,"Non-Native 9 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 9",6,"473",1,-1,1,1,"Non-Native 9 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
